Timestamp,  Q1: Which of the following best identifies you?  ,Q2: Which of the following scenarios best reflects your sense of achievement?  ,Q3: Which of the following best describes how you handle decision-making in your daily life? ,Q4: Which of the following best describes how you handle situations that require patience? ,Q5: Which of the following best describes how you view and understand yourself? ,"Situation1: You are offered an internship with a decision-maker in a startup. The internship involves working on an ambiguous project with minimal guidance. Your primary goal is to gain valuable experience, but you also have upcoming placement interviews.",Situation2: You are given a challenging project in your internship that requires solving a complex problem with no clear instructions. The success of the project depends on how you approach and break down the problem.,Situation3: Your college is offering a semester-long elective course that will require significant time and effort but offers no immediate grade or credit benefit. How do you decide whether to enroll?  ,"Situation4: You are offered an internship that provides significant hands-on experience and learning opportunities, but it does not come with an official certificate. You have the chance to work closely with decision-makers on real projects.","Situation5: You are involved in an internship project that requires ongoing effort and iteration. The project will not show immediate results, and it requires a focus on the process rather than expecting quick outcomes.",Name,Advanced,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0
